Artist,Track,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,,,,,
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Do Right,0.62,0.72,0.361,0,5,0.113,-11.619,0.0411,132.921
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Call It a Night,0.587,0.579,0.38,0,9,0.107,-7.403,0.0336,144.387
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Mayday,0.959,0.349,0.0851,2.81e-05,5,0.11,-14.557,0.0336,91.307
Wild Rivers,59sBwR0jPSTrbMtuTkRPN5,Fish on a Hook,0.917,0.549,0.353,0.0084,5,0.0999,-12.855,0.0322,101.876
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Tongue Tied,0.00847,0.56,0.936,0,3,0.161,-5.835,0.0439,112.96
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Ways To Go,0.00338,0.577,0.827,0.000647,7,0.26,-7.54,0.0365,101.031
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Let Me In,0.00397,0.476,0.744,0.000173,6,0.0982,-6.602,0.0515,127.934
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Raspberry,0.0292,0.492,0.779,0,3,0.129,-5.022,0.0498,104.966
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Welcome To Your Life,0.00223,0.511,0.617,0,10,0.201,-5.883,0.0313,90.951
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Colours,0.0211,0.529,0.83,0,6,0.0983,-5.428,0.0397,93.933
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Good Morning,0.000938,0.562,0.832,2.83e-06,2,0.063,-5.26,0.0499,104.042
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Itchin' On A Photograph,0.137,0.501,0.877,0,6,0.309,-6.369,0.0484,96.993
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Back in the 90's,0.654,0.479,0.463,0,9,0.292,-7.663,0.0306,105.189
Grouplove,3kVUvbeRdcrqQ3oHk5hPdx,Do You Love Someone,0.000785,0.521,0.879,0,10,0.666,-4.255,0.0566,129.056
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Chemicals,0.885,0.608,0.238,0.125,0,0.111,-13.604,0.0434,78.013
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,San Luis,0.86,0.567,0.434,0.257,7,0.115,-12.755,0.0349,82.459
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Big Black Car,0.897,0.572,0.183,0.00275,3,0.103,-16.069,0.0323,110.029
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,The Stable Song,0.633,0.625,0.432,0.00242,2,0.127,-11.948,0.0283,137.926
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Dandelion Wine,0.762,0.39,0.11,0.591,0,0.0823,-16.384,0.0331,110.95
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Virginia May,0.812,0.549,0.323,6.64e-05,0,0.108,-12.783,0.0336,88.854
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Amsterdam,0.919,0.557,0.411,0.084,3,0.114,-12.563,0.0289,152.009
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Berth,0.878,0.353,0.467,0.809,1,0.112,-10.444,0.0266,52.345
Gregory Alan Isakov,5sXaGoRLSpd7VeyZrLkKwt,Southern Star,0.746,0.559,0.343,0.00236,0,0.101,-10.623,0.031,132.659
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Superposition,0.00289,0.593,0.697,0.0257,7,0.14,-5.416,0.0399,170.0
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Cough Syrup,0.0343,0.534,0.721,6.24e-06,11,0.115,-7.307,0.0417,128.978
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Silvertongue,0.00975,0.673,0.789,0,0,0.752,-4.288,0.0408,100.043
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,My Body,0.0011,0.488,0.909,1.02e-05,10,0.456,-6.591,0.0929,129.774
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Something To Believe In,0.0245,0.623,0.886,0,1,0.247,-3.044,0.0404,92.021
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Simplify,0.00123,0.456,0.86,0,4,0.154,-3.444,0.0403,99.159
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Mind Over Matter,0.000501,0.466,0.763,0,0,0.0973,-4.448,0.0318,154.914
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Heat of the Summer,0.00515,0.602,0.856,2.97e-06,7,0.098,-5.558,0.0458,80.021
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Amerika,0.0141,0.625,0.781,1.17e-06,0,0.0662,-5.756,0.0456,89.982
Young the Giant,4j56EQDQu5XnL7R3E9iFJT,Tightrope,0.0107,0.847,0.727,2.41e-05,0,0.0788,-6.169,0.0485,118.021
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,The Night We Met,0.969,0.443,0.369,0.277,9,0.638,-9.514,0.0441,174.107
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,The Night We Met,0.974,0.417,0.362,0.172,9,0.631,-11.109,0.0409,174.004
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,Ends of the Earth,0.267,0.55,0.579,0.0289,4,0.358,-8.622,0.0297,120.991
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,When the Night is Over,0.0994,0.681,0.419,0.15,6,0.123,-6.156,0.0258,95.981
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,Wait by the River,0.16,0.546,0.537,0.0577,9,0.0922,-5.131,0.0251,81.952
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,Meet Me in the Woods,0.391,0.543,0.925,0.434,6,0.0667,-6.775,0.0447,80.501
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,She Lit a Fire,0.259,0.484,0.734,0.000215,0,0.0997,-6.674,0.0283,84.958
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,Fool for Love,0.595,0.617,0.764,0.233,5,0.113,-6.266,0.036,91.0
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,Love Like Ghosts,0.769,0.472,0.549,0.00117,9,0.123,-7.228,0.0272,137.058
Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,Harvest Moon - Recorded at Spotify Studios NYC,0.803,0.417,0.285,0.005,2,0.269,-11.041,0.0346,120.954
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Hello My Old Heart,0.624,0.557,0.299,0.0308,0,0.0914,-10.634,0.0266,90.081
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Dear Wormwood,0.227,0.519,0.601,0.007,11,0.112,-10.409,0.033,158.055
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Like The Dawn,0.503,0.571,0.491,0.00568,5,0.098,-11.351,0.0281,96.028
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Cold Is The Night,0.364,0.621,0.0795,0,1,0.197,-17.238,0.0324,79.986
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Constellations,0.0916,0.443,0.41,0,6,0.105,-12.448,0.0512,169.935
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Lay Me Down,0.0204,0.544,0.422,0,7,0.332,-10.826,0.0345,140.284
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,I Have Made Mistakes,0.845,0.334,0.235,4.4e-05,6,0.342,-15.555,0.0372,79.58
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Bitter Water,0.343,0.585,0.639,9.04e-06,8,0.142,-9.757,0.0307,95.021
The Oh Hellos,3Fe3pszR2t4TOBVz41B1WR,Wishing Well,0.661,0.568,0.193,1.98e-06,7,0.11,-12.827,0.0273,76.002
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Guiding Light,0.063,0.553,0.711,8.41e-06,7,0.0759,-7.714,0.0453,99.997
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Beloved,0.00539,0.445,0.773,0.153,2,0.131,-7.227,0.0441,191.966
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,I Will Wait,0.0119,0.489,0.775,0.00579,1,0.206,-5.134,0.0348,131.209
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Little Lion Man,0.0319,0.513,0.493,2.91e-05,5,0.0902,-7.845,0.0272,138.753
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,The Cave,0.0599,0.584,0.498,0.000254,4,0.132,-9.288,0.0454,141.92
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Woman,0.662,0.592,0.555,0.452,1,0.111,-10.499,0.0381,156.957
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,42,0.227,0.331,0.523,0.00114,5,0.144,-8.321,0.0375,87.782
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,Believe,0.0308,0.332,0.667,0.035,2,0.225,-5.992,0.0456,114.892
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,There Will Be Time,0.0137,0.481,0.703,0,1,0.0879,-8.344,0.0466,149.951
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2,The Wild,0.734,0.465,0.267,0.678,0,0.205,-14.264,0.0315,132.002
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,Bloom - Bonus Track,0.882,0.592,0.416,0.000586,1,0.112,-9.794,0.0246,96.002
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,Arms,0.932,0.41,0.141,0.0898,2,0.118,-18.564,0.0337,149.888
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,On the Train Ride Home,0.805,0.611,0.195,0.103,6,0.112,-18.629,0.0275,103.001
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,Paint,0.896,0.364,0.308,0.00227,4,0.123,-13.052,0.0402,73.331
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,Featherstone,0.868,0.803,0.373,0.0266,8,0.104,-13.692,0.0367,124.921
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,Woodland,0.535,0.435,0.523,0.00011,0,0.162,-9.502,0.041,178.301
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,Deep Burn Blue,0.325,0.556,0.81,0.623,9,0.13,-5.972,0.0336,110.011
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,Electric Indigo,0.122,0.576,0.698,0.198,1,0.117,-8.011,0.035,95.978
The Paper Kites,79hrYiudVcFyyxyJW0ipTy,Standing in the Rain,0.737,0.373,0.162,0.0381,6,0.112,-16.539,0.0329,81.436
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,Heavy,0.363,0.544,0.551,2.14e-05,5,0.157,-7.112,0.0574,77.654
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,Graveclothes,0.0538,0.431,0.823,2.48e-05,7,0.0855,-5.592,0.122,176.536
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,My Lover,0.83,0.328,0.185,7.3e-05,0,0.117,-12.1,0.0365,71.454
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,Just This,0.227,0.7,0.478,0.000522,0,0.0996,-7.704,0.0327,129.917
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,Blue Healer,0.437,0.595,0.5,0.251,4,0.202,-9.495,0.0354,144.03
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,Be Where You Are,0.844,0.49,0.281,5.08e-05,3,0.115,-11.136,0.0295,81.45
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,Autodomesticated Animal,0.305,0.592,0.638,0,4,0.214,-7.643,0.0337,113.921
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,One,0.842,0.587,0.375,1.55e-05,9,0.0658,-10.319,0.0349,106.757
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,Looking for Love (Acoustic),0.806,0.534,0.3,0.00473,7,0.0993,-12.279,0.0356,73.981
Birdtalker,2sNHl4oXsU0DVTy9u1otGt,Nothing's Right,0.306,0.527,0.512,0,7,0.1,-7.297,0.0252,77.926
Bahamas,4C50EbCS11M0VbGyH3OfLt,All The Time,0.63,0.711,0.468,0.00427,4,0.087,-4.797,0.0515,127.458
Bahamas,4C50EbCS11M0VbGyH3OfLt,No Depression,0.511,0.842,0.369,0.00354,7,0.265,-7.813,0.0536,77.285
Bahamas,4C50EbCS11M0VbGyH3OfLt,Don't You Want Me,0.911,0.667,0.211,0.0355,0,0.12,-15.026,0.0466,111.227
Bahamas,4C50EbCS11M0VbGyH3OfLt,Way With Words,0.359,0.785,0.53,0.00198,6,0.0774,-6.995,0.0634,146.38
Bahamas,4C50EbCS11M0VbGyH3OfLt,Lost In The Light,0.809,0.592,0.272,0.00253,2,0.111,-8.696,0.0323,75.622
Bahamas,4C50EbCS11M0VbGyH3OfLt,Whole Wide World,0.598,0.731,0.447,0.000279,5,0.116,-9.038,0.0386,108.838
Bahamas,4C50EbCS11M0VbGyH3OfLt,No Wrong,0.764,0.816,0.241,0.000715,7,0.113,-8.839,0.0841,118.961
Bahamas,4C50EbCS11M0VbGyH3OfLt,Stronger Than That,0.463,0.747,0.545,0.00173,0,0.0786,-4.472,0.027,95.894
Bahamas,4C50EbCS11M0VbGyH3OfLt,All I've Ever Known,0.706,0.669,0.203,0.221,5,0.107,-11.059,0.0317,125.864
Bahamas,4C50EbCS11M0VbGyH3OfLt,Show Me Naomi,0.272,0.854,0.507,0.00197,2,0.0769,-5.749,0.0508,102.284
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,Sedona,0.0372,0.396,0.677,0.000137,3,0.112,-7.513,0.0354,135.177
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,Darlin',0.344,0.472,0.347,0.0379,3,0.101,-8.011,0.0305,116.904
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,Comin' Round Again,0.0219,0.348,0.562,0.000321,6,0.0989,-5.437,0.0305,142.333
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,My Cousin Greg,0.00133,0.274,0.58,1.05e-06,11,0.855,-6.253,0.0335,166.644
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,For No One,0.856,0.534,0.254,0.000108,3,0.0724,-10.498,0.0326,129.156
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,Honey Slider,0.00061,0.314,0.616,0.000425,8,0.126,-7.271,0.0344,127.56
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,Black Gold,0.0985,0.423,0.563,4.2e-06,3,0.173,-5.904,0.0416,151.11
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,Casino (Bad Things),0.0748,0.502,0.616,0,8,0.0858,-4.944,0.0294,77.569
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,On the Road,0.165,0.394,0.59,2.77e-06,0,0.0742,-7.154,0.0559,176.981
Houndmouth,7EGwUS3c5dXduO4sMyLWC5,This Party,0.133,0.608,0.788,0.155,5,0.412,-7.891,0.0458,118.026
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,Silver Lining,0.00114,0.541,0.616,1.09e-06,0,0.151,-6.53,0.028,144.218
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,Sheep,0.891,0.498,0.502,0.000907,2,0.0716,-8.052,0.0371,81.169
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,Astrovan,0.866,0.548,0.444,0,3,0.134,-9.4,0.0384,169.917
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,Jenny Jenkins,0.248,0.729,0.406,0,8,0.114,-9.388,0.0533,127.954
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,Silver Lining - Recorded at Spotify Studios NYC,0.834,0.488,0.31,0,0,0.166,-10.673,0.0308,138.893
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,I'm Your Wreck,0.408,0.483,0.592,2.42e-06,4,0.336,-6.962,0.0445,131.022
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,Julia,0.681,0.566,0.412,0.017,5,0.0741,-6.994,0.0267,81.879
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,Cardinal,0.84,0.544,0.296,9.07e-05,10,0.1,-9.424,0.033,158.253
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,Sheep,0.458,0.509,0.448,1.07e-06,1,0.0824,-8.403,0.0718,158.998
Mt. Joy,69tiO1fG8VWduDl3ji2qhI,Younger Days,0.549,0.542,0.327,0.0012,9,0.115,-9.237,0.0289,113.384
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,Younger Years,0.858,0.613,0.441,0.0788,5,0.108,-12.808,0.0366,105.83
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,Michigan,0.89,0.554,0.235,0.00328,10,0.114,-14.609,0.0342,121.836
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,A Sea of Roses,0.92,0.516,0.166,0.0232,6,0.0995,-17.147,0.042,140.548
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,Wish You Were Here,0.846,0.465,0.278,0.00115,6,0.675,-16.318,0.0349,122.666
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,Whisper In Her Ear,0.947,0.586,0.208,0.0177,5,0.133,-15.224,0.0343,90.574
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,Secrets Of The Stars,0.913,0.591,0.128,0,11,0.108,-15.184,0.0391,95.252
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,Monterey,0.939,0.588,0.121,0.000524,1,0.113,-16.766,0.031,97.999
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,Mourning in America,0.934,0.52,0.244,0.014,0,0.11,-11.582,0.0318,116.564
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,Asheville Skies,0.914,0.535,0.186,0.00059,11,0.183,-14.267,0.0345,125.917
The Milk Carton Kids,7fxtWEwKKrFaykKItspdYg,All the Things...,0.947,0.427,0.0729,0.0327,0,0.11,-17.642,0.0448,69.678
The Barr Brothers,4OyRutd80DZC22C4pl63l7,Even the Darkness Has Arms,0.813,0.508,0.652,0.148,11,0.29,-13.102,0.0429,101.313
The Barr Brothers,4OyRutd80DZC22C4pl63l7,Song That I Heard,0.773,0.267,0.356,0.00176,8,0.167,-12.103,0.0317,92.272
The Barr Brothers,4OyRutd80DZC22C4pl63l7,Little Lover,0.624,0.581,0.518,0.207,10,0.102,-9.672,0.0316,126.755
The Barr Brothers,4OyRutd80DZC22C4pl63l7,You Would Have to Lose Your Mind,0.173,0.344,0.447,0.723,6,0.12,-8.408,0.0254,88.678
The Barr Brothers,4OyRutd80DZC22C4pl63l7,Love Ain't Enough,0.0792,0.597,0.606,0.325,5,0.188,-9.011,0.0272,81.01
The Barr Brothers,4OyRutd80DZC22C4pl63l7,Static Orphans,0.971,0.227,0.319,0.878,11,0.338,-18.848,0.0438,171.601
The Barr Brothers,4OyRutd80DZC22C4pl63l7,Come in the Water,0.593,0.541,0.334,0.131,2,0.112,-10.788,0.0282,131.385
The Barr Brothers,4OyRutd80DZC22C4pl63l7,Defibrillation,0.634,0.531,0.565,0.0446,9,0.113,-12.113,0.0321,120.058
The Barr Brothers,4OyRutd80DZC22C4pl63l7,It Came to Me,0.285,0.516,0.931,0.013,10,0.333,-6.291,0.0388,117.097
The Barr Brothers,4OyRutd80DZC22C4pl63l7,Beggar In The Morning,0.767,0.303,0.488,0.151,0,0.16,-10.198,0.0337,79.442
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,Broken Beak,0.236,0.744,0.575,0.000806,9,0.0771,-6.698,0.0306,122.053
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,Belly of June,0.895,0.295,0.304,0.000479,0,0.139,-11.433,0.0318,185.263
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,Don't Mean to Pry,0.0549,0.501,0.647,1.75e-05,10,0.261,-7.807,0.0345,125.672
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,Thistled Spring,0.982,0.268,0.0589,0.446,0,0.0764,-15.336,0.0341,83.716
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,Curs in the Weeds,0.886,0.289,0.0819,0.0114,9,0.194,-13.378,0.0354,74.689
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,A Heart Arcane,0.923,0.636,0.126,0.000207,5,0.207,-15.782,0.0355,116.854
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,Drain You,0.833,0.536,0.336,5.15e-05,10,0.0793,-10.749,0.03,115.489
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,Violently Wild,0.562,0.335,0.697,0,10,0.228,-7.77,0.0587,170.128
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,Albina,0.908,0.507,0.356,0.204,4,0.104,-13.273,0.035,91.675
Horse Feathers,0lO2c86rQmrRJArBxgw0v8,Working Poor,0.886,0.626,0.326,0.0736,9,0.0952,-12.702,0.033,116.445
Dawes,0CDUUM6KNRvgBFYIbWxJwV,Things Happen,0.387,0.522,0.531,0,7,0.202,-7.78,0.0293,79.252
Dawes,0CDUUM6KNRvgBFYIbWxJwV,When My Time Comes,0.722,0.327,0.501,0.00245,9,0.113,-8.885,0.0434,115.199
Dawes,0CDUUM6KNRvgBFYIbWxJwV,Crack The Case,0.58,0.54,0.5,0.004,5,0.0788,-10.295,0.0309,130.103
Dawes,0CDUUM6KNRvgBFYIbWxJwV,All Your Favorite Bands,0.777,0.427,0.396,2e-06,7,0.102,-7.725,0.0304,133.131
Dawes,0CDUUM6KNRvgBFYIbWxJwV,We're All Gonna Die,0.432,0.619,0.293,0.0209,0,0.105,-6.793,0.035,133.258
Dawes,0CDUUM6KNRvgBFYIbWxJwV,A Little Bit of Everything,0.413,0.576,0.391,0,5,0.147,-9.566,0.0398,73.313
Dawes,0CDUUM6KNRvgBFYIbWxJwV,That Western Skyline,0.349,0.55,0.387,0.307,10,0.206,-7.923,0.0287,113.996
Dawes,0CDUUM6KNRvgBFYIbWxJwV,Somewhere Along The Way,0.278,0.634,0.51,2.9e-06,10,0.0741,-9.638,0.0299,119.051
Dawes,0CDUUM6KNRvgBFYIbWxJwV,Feed The Fire,0.329,0.699,0.653,0.00556,0,0.232,-5.855,0.0278,120.934
Dawes,0CDUUM6KNRvgBFYIbWxJwV,When The Tequila Runs Out,0.043,0.68,0.758,0.00034,0,0.363,-6.222,0.0411,155.991
Joe Pug,17cssIaAwAcgC9nZZliixv,Hymn #101,0.852,0.583,0.343,0,2,0.117,-9.586,0.0383,115.806
Joe Pug,17cssIaAwAcgC9nZZliixv,Hymn #35,0.753,0.467,0.252,1.99e-05,2,0.113,-8.951,0.0305,110.714
Joe Pug,17cssIaAwAcgC9nZZliixv,I Do My Father's Drugs,0.529,0.496,0.393,0,4,0.104,-7.891,0.0274,89.622
Joe Pug,17cssIaAwAcgC9nZZliixv,Bright Beginnings,0.548,0.44,0.445,0,9,0.228,-8.755,0.0285,146.785
Joe Pug,17cssIaAwAcgC9nZZliixv,A Gentle Few,0.793,0.629,0.265,0.00423,5,0.116,-13.933,0.035,114.609
Joe Pug,17cssIaAwAcgC9nZZliixv,Nation of Heat,0.546,0.367,0.512,1.3e-06,2,0.364,-5.763,0.0377,181.357
Joe Pug,17cssIaAwAcgC9nZZliixv,Speak Plainly Diana,0.895,0.435,0.346,2.46e-06,7,0.0915,-7.691,0.0367,88.18
Joe Pug,17cssIaAwAcgC9nZZliixv,Veteran Fighter,0.825,0.556,0.323,0,3,0.0864,-10.509,0.033,139.826
Joe Pug,17cssIaAwAcgC9nZZliixv,Hymn #76,0.882,0.654,0.346,0.0113,1,0.111,-11.041,0.034,95.703
Joe Pug,17cssIaAwAcgC9nZZliixv,Call It What You Will,0.648,0.563,0.312,0,4,0.102,-8.607,0.0339,134.363
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,Humbug Mountain Song,0.0355,0.593,0.926,0.0582,6,0.311,-5.361,0.0319,100.011
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,Absolute Loser,0.329,0.517,0.512,0.0845,7,0.118,-10.392,0.0288,89.953
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,When U Love Somebody,0.122,0.723,0.763,0.00543,7,0.343,-6.366,0.0262,120.962
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,The Rock Doc,0.359,0.862,0.23,0.000143,0,0.103,-21.312,0.0556,126.015
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,My Sweet Midwest,0.146,0.604,0.831,0.247,5,0.116,-5.975,0.0301,108.984
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,Flamingo,0.961,0.622,0.551,0.787,4,0.141,-7.521,0.0348,119.61
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,None of Us,0.0653,0.587,0.705,3.93e-05,2,0.213,-6.011,0.027,119.963
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,You're Too Weird,0.0421,0.682,0.837,0.313,7,0.322,-7.902,0.0374,79.598
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,From a Soon-to-Be Ghost Town,0.162,0.522,0.804,0.0491,0,0.0907,-6.124,0.0297,160.002
Fruit Bats,6Qm9stX6XO1a4c7BXQDDgc,Good Will Come to You,0.245,0.653,0.722,1.04e-05,5,0.136,-6.22,0.0276,125.904
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,Amsterdam - Recorded at Spotify Studios NYC,0.909,0.532,0.317,0.0277,0,0.11,-10.693,0.0309,140.671
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,The Wolves,0.859,0.539,0.34,0.0349,2,0.129,-14.21,0.0373,156.662
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,Golden Embers,0.869,0.651,0.17,0.00391,2,0.113,-16.259,0.0316,119.017
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,Wildfire,0.692,0.648,0.352,0.266,4,0.106,-10.11,0.0278,121.459
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,Echo - Recorded at Spotify Studios NYC,0.958,0.512,0.368,0.0157,7,0.0613,-12.328,0.0425,181.676
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,Take This Heart of Gold,0.986,0.519,0.0609,0.00133,5,0.107,-11.328,0.0514,118.56
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,Old Ties and Companions,0.883,0.656,0.368,0.00287,7,0.109,-9.978,0.028,116.197
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,Time We Made Time,0.892,0.474,0.0715,0.00653,2,0.117,-18.612,0.0334,108.154
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,Into the Sun,0.766,0.624,0.255,0.212,0,0.117,-13.415,0.0296,112.128
Mandolin Orange,675tsBPpaZtqyiBwEf3ZEP,House Of Stone,0.929,0.413,0.171,0.00591,2,0.083,-12.314,0.0293,81.966
Leif Vollebekk,3jzXlBF2157k4exx7idecs,Elegy,0.595,0.767,0.458,0.000151,8,0.0689,-9.749,0.0405,88.55
Leif Vollebekk,3jzXlBF2157k4exx7idecs,Into the Ether,0.375,0.578,0.286,0.00124,1,0.202,-12.066,0.0313,135.403
Leif Vollebekk,3jzXlBF2157k4exx7idecs,Tallahassee,0.967,0.456,0.126,0.0111,10,0.0999,-15.131,0.0371,115.937
Leif Vollebekk,3jzXlBF2157k4exx7idecs,Vancouver Time,0.532,0.825,0.157,7.25e-05,9,0.271,-12.885,0.035,81.156
Leif Vollebekk,3jzXlBF2157k4exx7idecs,East of Eden,0.577,0.638,0.314,0.123,7,0.112,-13.83,0.0312,137.621
Leif Vollebekk,3jzXlBF2157k4exx7idecs,Big Sky Country,0.787,0.713,0.269,0.0424,3,0.291,-14.544,0.0348,121.849
